user_id,Attention,MemoryRecall,ProcessingSpeed,Reasoning,WorkingMemory,education_level,country,time_of_day,grand_index,gender_reclassified,age_band_derive,filter_$
19599514,25,15,6,216,9,3,CA,22,124.197,Male,31-45,1
19599600,9,12,6,218.5,7,9,US,10,99.499, ,46-60,1
19601762,14,10,5,211,8,6,US,11,102.383,Female,61+,1
19603555,9,5,6,218,9,4,US,11,101.448,Female,31-45,1
19605208,17,3,6,234,8,2,US,13,97.684,Female,18-30,1
19605269,13,14,5,227.5,8,4,US,12,103.12,Female,46-60,1
19606112,12,10,5,238,9,3,US,13,106.291,Female,18-30,1
19606836,15,4,7,185,9,3,CA,20,109.147,Male,18-30,1
19607379,11,6,6,213.5,8,3,CA,17,100.069,Female,61+,1
19608504,11,5,6,248.5,7,3,US,14,92.07,Female,46-60,1
19608702,15,4,7,264,8,4,US,22,101.12,Female,18-30,1
19609451,15,2,6,237,9,7,US,22,98.854,Male,46-60,1
19609477,11,8,5,247,9,6,US,17,100.069,Female,46-60,1
19611445,16,14,6,241,7,6,US,20,108.836,Female,31-45,1
19612586,10,9,4,213,8,9,US,5,93.815, ,61+,1
19613499,16,6,4,257,7,8,US,11,89.889,Female,61+,1
19613638,12,11,5,191.5,9,3,US,10,107.562,Female,46-60,1
19614511,8,3,5,300,8,3,US,13,74.93,Female,61+,1
19615317,23,14,6,225,8,9,US,14,119.684, ,18-30,1
19615728,16,13,7,205,7,6,US,11,113.912,Female,46-60,1
19615758,22,13,7,213,8,4,US,11,121.448,Male,18-30,1
19621448,12,6,5,228.5,6,2,AU,22,81.071,Male,46-60,1
19621455,18,6,8,238,7,5,AU,10,111.422,Female,46-60,1
19622706,16,7,6,231,9,4,US,15,101.12,Female,46-60,1
19626709,20,9,5,188.5,10,3,US,20,120.08,Male,18-30,1
19626991,18,11,6,198.5,9,6,US,2,110.007,Male,18-30,1
19629250,7,6,3,460,8,3,CA,14,72.84,Female,61+,1
19629984,13,2,5,261,6,9,US,11,82.68, ,61+,1
19630776,9,8,6,264.5,8,2,US,9,96.741,Male,46-60,1
19632607,9,7,6,219.5,8,3,US,18,96.584,Male,18-30,1
19633474,15,6,4,207,9,8,US,7,103.711,Female,61+,1
19634000,25,5,6,204,10,6,CA,21,114.59,Female,31-45,1
19635552,11,1,4,252.5,8,4,CA,21,79.009,Female,31-45,1
19637442,19,11,6,225,11,3,US,12,120.63,Male,46-60,1
19638600,14,8,4,210.5,9,4,US,21,105.841,Male,18-30,1
19638638,12,7,4,251,7,8,US,19,85.472,Female,46-60,1
19638941,16,12,6,216,9,4,US,19,111.984,Female,31-45,1
19640259,18,5,5,220,7,5,CA,7,106.133,Female,46-60,1
19640470,12,1,4,240,8,1,US,22,82.862,Female,46-60,1
19641772,11,6,4,330.5,7,4,US,14,78.303,Female,61+,1
19643793,8,2,5,277.5,8,5,US,23,89.608,Female,61+,1
19644877,14,8,4,235,7,6,US,2,93.349,Male,61+,1
19647893,12,7,4,229.5,8,6,AU,15,93.815,Male,61+,1
19648761,16,9,6,216,9,9,AU,18,111.422, ,46-60,1
19650085,15,9,6,210,9,9,CA,12,117.764,Male,18-30,1
19651789,8,2,4,225.5,10,4,US,15,92.07,Female,46-60,1
19652690,11,5,5,236,8,3,CA,13,90.859,Male,61+,1
196587,15,10,6,214.5,7,3,US,13,110.575,Male,18-30,1
19659026,17,12,7,203,10,4,US,11,118.805,Female,18-30,1
19660167,18,2,6,250,8,3,US,0,93.349,Female,61+,1
19661280,22,4,6,239,8,3,US,12,102.082,Female,46-60,1
19661485,18,5,7,191.5,7,4,US,14,105.037,Male,18-30,1
19661611,15,13,6,226.5,7,3,US,20,103.57,Male,61+,1
19662742,17,11,4,197,9,8,US,15,112.965,Female,46-60,1
19663042,14,15,5,206.5,9,9,US,16,114.59,Female,61+,1
19664894,18,9,5,213,8,4,US,18,103.27,Female,46-60,1
19665069,22,16,6,237.5,10,6,US,21,132.777,Female,46-60,1
19665206,13,9,7,208.5,10,3,US,22,119.684,Female,18-30,1
19666303,9,2,4,282.5,7,99,US,1,74.024,Female,61+,1
19669136,12,4,7,227.5,7,99,US,21,99.342,Female,46-60,1
19670116,8,2,4,189.5,6,4,US,4,82.68,Male,46-60,1
19673877,14,7,6,234,10,4,US,12,102.704,Male,61+,1
19675211,8,4,4,266,8,4,US,22,85.25,Female,46-60,1
19675359,27,16,7,223,11,4,US,2,141.287,Female,31-45,1
19678505,11,2,8,234,9,2,US,11,103.426,Female,46-60,1
19679277,13,9,7,272,7,9,CA,12,97.053, ,46-60,1
19680242,10,5,7,197.5,8,4,US,11,102.383,Female,46-60,1
19680761,7,1,5,396.5,9,2,US,11,70.855,Male,46-60,1
19683011,11,6,5,205,9,4,US,12,102.547,Female,46-60,1
19685160,21,16,7,201.5,9,3,US,12,125.033,Male,18-30,1
19685703,17,4,4,226,8,4,US,19,97.684,Female,61+,1
19685717,9,3,5,187.5,8,2,US,15,93.502,Female,61+,1
19686343,14,11,7,205,7,3,US,6,107.879,Male,31-45,1
19687519,11,14,7,227.5,9,3,US,14,112.805,Female,31-45,1
19689362,9,3,5,202.5,8,4,US,3,94.562,Female,61+,1
19690144,12,6,5,225,9,3,US,19,98.854,Female,61+,1
19690252,20,1,6,246.5,8,6,US,16,104.166,Male,31-45,1
19691807,24,10,6,232,8,6,US,13,119.512,Female,31-45,1
19692310,19,12,6,246,8,4,US,23,107.732,Female,46-60,1
19694517,21,12,5,146,8,5,US,23,124.197,Male,46-60,1
19699641,10,1,6,274.5,7,3,AU,22,81.991,Female,61+,1
19700785,6,6,6,295,6,3,US,15,75.903,Female,61+,1
19701380,21,7,5,154.5,8,6,US,14,116.496,Female,46-60,1
19701584,18,18,4,332.5,9,9,US,15,111.984, ,46-60,1
19703163,16,7,5,260.5,7,6,US,20,97.684,Female,61+,1
19703482,9,6,4,366.5,7,4,US,10,76.556,Female,46-60,1
19704399,22,12,6,211.5,10,6,US,19,120.977,Male,18-30,1
19706044,4,6,3,202,6,9,US,20,73.533, ,46-60,1
19706652,8,8,7,226.5,8,3,CA,15,97.511,Female,46-60,1
19709031,11,12,6,230,7,3,US,13,101.295,Male,61+,1
19709231,13,8,6,180.5,7,3,US,16,101.594,Female,46-60,1
19711545,14,5,5,208,7,4,CA,12,97.843,Male,61+,1
19714138,22,8,6,192.5,8,7,US,13,119.224,Female,31-45,1
19714392,23,13,7,183,8,2,US,19,126.633,Male,18-30,1
19714913,14,9,5,214,9,4,US,12,102.838,Female,46-60,1
19715513,11,9,4,251.5,9,3,US,23,95.457,Male,31-45,1
19715837,20,14,6,187,8,3,US,15,119.512,Female,31-45,1
19716349,10,12,6,228.5,8,4,US,17,103.12,Female,61+,1
19720736,20,11,5,261.5,9,4,US,1,111.62,Male,18-30,1
19720781,21,7,7,219.5,9,3,US,9,115.225,Male,18-30,1
19723581,24,10,7,210,8,4,US,17,113.114,Male,46-60,1
19725417,18,14,6,189,9,4,US,14,122.93,Male,18-30,1
19727525,16,5,3,303,8,3,US,20,85.25,Male,31-45,1
19728074,23,10,4,206,9,5,AU,3,111.088,Female,46-60,1
19730059,12,3,6,316.5,8,4,CA,10,94.105,Female,31-45,1
19732391,15,7,5,308,8,7,US,19,92.842,Female,61+,1
19733052,13,8,5,254,9,4,US,8,105.377, ,31-45,1
19734035,12,5,6,207.5,9,4,US,17,111.422,Male,18-30,1
19737371,16,12,6,195.5,8,5,US,4,110.906,Male,46-60,1
19737500,17,13,4,203.5,10,6,US,12,109.487,Female,46-60,1
197402,11,5,6,213.5,7,99,AU,19,97.843,Female,31-45,1
19740387,5,6,5,278,9,99,US,1,88.953,Male,18-30,1
19741609,23,11,7,163.5,9,9,US,9,133.84,Male,18-30,1
19742153,30,12,7,223.5,9,4,US,14,128.994,Male,31-45,1
19742529,17,8,7,217.5,9,3,US,1,120.977,Male,18-30,1
19743975,19,10,7,193.5,9,4,US,16,124.575,Female,46-60,1
19744120,14,6,6,218.5,8,6,US,10,100.069,Male,61+,1
19744336,17,12,7,188,9,6,US,15,127.104,Male,18-30,1
19745433,28,16,7,211,10,3,US,23,135.404,Male,18-30,1
19746875,16,10,8,207,7,4,US,21,115.699,Male,18-30,1
19746938,11,7,5,267,8,3,US,23,87.364,Female,46-60,1
19749074,7,9,6,243.5,10,6,AU,16,110.403,Male,18-30,1
19749806,13,8,5,244.5,9,9,US,22,106.291,Male,18-30,1
19752712,18,8,9,173,9,4,US,5,130.196,Female,18-30,1
19753822,15,6,3,320,8,4,US,12,87.844,Male,61+,1
19754972,8,3,4,268.5,7,4,CA,10,79.906,Male,61+,1
19756031,13,8,7,256,9,3,US,2,106.291,Male,46-60,1
19756493,9,5,6,206,8,1,US,14,92.56,Male,31-45,1
19757142,16,12,5,205.5,9,4,NZ,22,116.797,Female,31-45,1
19761753,12,4,3,264.5,8,4,US,12,76.746,Female,61+,1
19763844,10,1,6,313.5,6,3,US,20,72.977,Female,46-60,1
19767486,17,2,3,193,9,6,US,13,90.859,Female,46-60,1
19768612,13,5,6,188,7,2,US,10,106.003,Male,18-30,1
19768659,15,8,6,187,9,3,CA,23,120.08,Male,18-30,1
19769509,13,4,6,285.5,8,2,US,14,91.919,Female,61+,1
19770001,14,11,6,251.5,8,9,US,15,104.597, ,46-60,1
19773383,13,10,5,259,7,4,US,19,89.889,Female,61+,1
19773455,11,11,8,223,10,2,US,17,115.512,Male,46-60,1
19774677,11,5,5,312.5,8,5,US,5,90.859,Male,61+,1
19777023,10,7,5,283.5,7,2,US,10,88.516,Female,61+,1
19778576,17,9,6,348.5,9,7,US,22,103.27,Female,61+,1
19778692,6,3,4,280,7,3,US,18,72.546,Female,61+,1
19780508,8,7,4,205,7,5,US,13,77.223,Male,61+,1
19781253,18,8,5,237.5,8,2,US,16,96.306,Female,46-60,1
19781477,22,11,5,227,8,4,US,18,109.764,Male,18-30,1
19782040,18,5,6,175,8,9,US,11,109.147, ,61+,1
19782581,15,9,4,183.5,8,4,AU,14,106.291,Female,46-60,1
19783071,16,8,4,257,9,6,US,21,101.448,Female,46-60,1
19783783,18,11,6,195.5,7,4,US,18,110.007,Male,18-30,1
19786821,17,11,6,212,9,4,US,5,117.583,Female,46-60,1
19788485,18,9,6,211,9,3,US,16,111.267,Male,46-60,1
19789132,17,7,6,195.5,8,5,US,10,110.575,Male,31-45,1
19790399,15,6,4,232.5,8,4,US,10,91.494, ,46-60,1
19790788,18,19,4,213.5,8,8,US,17,113.284,Female,46-60,1
19791632,14,5,4,195.5,9,5,CA,20,99.909,Male,18-30,1
19792199,7,8,5,203,6,6,US,17,92.56,Female,46-60,1
19792308,19,7,6,252.5,10,3,CA,18,108.679,Female,31-45,1
19792605,20,13,6,216.5,8,99,CA,9,117.583,Female,46-60,1
19793649,20,14,5,216,6,3,US,16,110.259, ,18-30,1
197978,10,7,5,223.5,9,3,US,16,103.12,Male,31-45,1
19798461,15,12,6,220.5,9,4,US,21,114.426,Female,46-60,1
19800701,11,12,4,269.5,7,3,US,20,87.674,Female,46-60,1
19800774,11,6,5,309.5,8,5,US,16,93.502,Female,46-60,1
19802544,19,4,4,205,8,3,US,13,101.448,Female,46-60,1
19805542,26,10,8,195,9,4,US,15,135.174,Male,18-30,1
19808325,10,5,4,193,7,3,CA,21,88.824,Male,18-30,1
19813677,12,8,6,235.5,8,3,US,14,106.003,Female,46-60,1
19815968,19,9,5,270.5,8,3,US,18,104.744,Female,46-60,1
19816306,15,14,5,212,9,5,US,9,112.317,Female,46-60,1
19816386,12,10,4,327,9,6,US,14,94.708,Female,61+,1
19822209,20,3,6,216.5,9,4,US,12,111.088,Female,46-60,1
19823816,5,3,5,326.5,7,99,CA,23,73.734,Female,61+,1
19824516,17,7,7,259,8,6,US,13,112.317,Female,61+,1
19824948,16,9,6,272,8,6,US,17,105.648,Female,31-45,1
19826762,12,5,6,220.5,8,7,CA,22,95.621,Female,18-30,1
19826889,25,11,7,203,9,6,US,9,130.359,Male,31-45,1
19828110,13,9,7,210,10,9,US,15,116.797, ,61+,1
19828152,6,2,6,195.5,8,3,US,0,86.139,Male,46-60,1
19828330,13,8,4,247,8,3,US,11,92.07,Female,46-60,1
19828370,12,1,5,206.5,9,9,US,9,95.128, ,18-30,1
19828386,13,4,3,314,7,4,US,11,75.903,Male,61+,1
19829550,14,10,6,181,9,1,CA,15,115.845,Male,18-30,1
19830173,14,12,5,261.5,8,4,US,14,104.31,Female,61+,1
19830266,14,10,6,182.5,7,4,US,12,99.771,Male,31-45,1
19831347,15,10,6,219.5,8,7,US,4,106.458,Male,46-60,1
19831352,11,5,6,207.5,9,3,US,22,96.445,Female,46-60,1
19831354,18,10,6,211.5,8,4,US,19,112.317,Female,31-45,1
19831556,17,8,7,267.5,7,4,US,11,102.704,Female,46-60,1
19831843,18,7,6,187,9,4,US,1,109.147,Male,18-30,1
19832349,17,17,6,241,9,3,US,23,123.404,Female,18-30,1
19832661,21,9,6,214.5,11,4,CA,13,124.197,Female,31-45,1
19836207,6,3,6,251.5,8,1,US,16,88.516,Female,31-45,1
19837237,11,13,6,193,10,3,US,20,115.361,Male,18-30,1
19837755,18,6,6,279.5,9,5,NZ,16,104.597,Male,46-60,1
19839794,12,5,5,234,9,6,US,10,100.526,Female,61+,1
19843095,11,9,3,243.5,7,3,US,9,82.448,Female,61+,1
19844133,4,3,5,292.5,6,4,US,23,73.734,Female,61+,1
19844237,11,8,5,197.5,8,4,US,12,106.291,Female,46-60,1
19845226,12,13,5,215.5,7,8,US,10,96.445,Female,31-45,1
19845687,10,6,3,349,7,4,US,16,65.726,Female,61+,1
19845986,18,7,6,211.5,10,4,CA,10,114.101,Female,46-60,1
19847705,14,8,8,234.5,8,4,US,11,112.965,Male,18-30,1
19848661,11,7,3,235,6,4,US,14,81.789,Female,46-60,1
19849623,19,5,5,201,9,4,US,15,105.208,Female,31-45,1
19852959,13,5,6,174,9,3,US,14,108.836,Male,18-30,1
19853391,22,4,6,228,8,4,US,21,110.575,Female,31-45,1
19853592,14,6,4,272,7,3,US,17,89.751,Female,46-60,1
19854275,15,14,6,182,7,4,US,16,124.012,Male,18-30,1
19854850,9,1,5,261.5,7,6,US,10,77.223,Female,46-60,1
19854888,6,2,3,251.5,8,3,US,13,82.448,Female,61+,1
19855632,17,2,5,253,9,7,US,12,105.841,Male,61+,1
19857271,18,6,6,238,8,5,US,7,110.403,Female,46-60,1
19861370,16,5,7,224,10,4,US,23,111.267,Male,31-45,1
19862553,19,10,6,271.5,9,3,US,8,105.841,Female,46-60,1
19862900,23,17,7,211,9,8,CA,1,131.363,Female,18-30,1
19863082,14,4,7,209.5,7,3,US,16,100.526,Male,18-30,1
19863639,13,8,4,198,7,6,US,19,86.743,Male,61+,1
19866482,16,13,8,198.5,10,8,US,21,133.031,Male,18-30,1
19867074,18,10,6,180.5,10,4,US,19,121.636,Female,18-30,1
19868304,12,11,7,230.5,7,6,US,15,107.253,Female,46-60,1
19869290,19,10,5,194.5,9,4,US,22,111.984,Male,46-60,1
19870738,10,9,5,239.5,7,3,CA,17,89.751,Female,61+,1
19872236,17,10,6,209,8,8,US,16,104.597,Female,46-60,1
19872422,11,11,5,243,7,4,US,18,96.035,Female,61+,1
19873408,18,10,5,190,7,3,US,9,109.623,Female,31-45,1
19873539,9,6,6,224,9,4,US,19,99.644,Female,46-60,1
19873573,8,7,5,277.5,7,8,US,0,76.746,Female,61+,1
19876588,16,10,7,260,7,3,US,10,99.644,Female,46-60,1
19877016,22,5,6,244.5,10,4,US,21,115.845,Female,31-45,1
19877518,20,9,5,227,9,6,US,17,112.965,Male,46-60,1
19878605,9,4,6,222,8,6,US,13,93.502,Female,18-30,1
19879228,28,5,6,190,9,5,US,20,120.23,Female,46-60,1
19879859,15,12,7,192.5,9,6,US,17,120.08,Male,18-30,1
19880260,22,7,6,234,9,9,US,1,113.558, ,18-30,1
19880909,9,3,5,265,7,7,US,18,84.647,Male,46-60,1
19881819,19,4,5,227,7,6,US,14,94.975,Male,61+,1
19882930,24,17,6,204,12,5,US,22,134.082,Female,46-60,1
19883420,18,3,6,245.5,8,4,AU,22,104.744,Male,31-45,1
19887599,13,8,6,233.5,7,8,US,21,100.223,Male,46-60,1
19887637,18,9,5,276,6,6,US,19,93.171,Female,61+,1
19888293,18,11,6,242,9,4,US,17,115.225,Female,46-60,1
19889882,9,7,4,378.5,8,4,US,15,78.657,Female,61+,1
19891590,19,11,6,202,9,3,US,17,116.353,Male,18-30,1
19893653,23,11,6,209.5,8,9,US,4,120.63, ,31-45,1
19894691,11,6,4,312,9,8,US,11,81.207,Female,61+,1
19895189,16,3,7,201.5,9,6,US,15,113.436,Female,61+,1
19897284,22,9,7,179.5,9,3,US,10,129.567,Male,18-30,1
19897557,11,6,5,281.5,9,6,CA,22,103.57,Male,31-45,1
19900793,21,11,4,175.5,8,8,US,15,111.62,Female,46-60,1
19901537,18,12,7,209,9,4,US,17,116.946,Male,31-45,1
19902445,13,9,8,167.5,8,3,US,23,124.38,Male,31-45,1
19902686,20,13,6,265,9,3,US,14,115.225,Male,18-30,1
19904407,13,7,5,277.5,6,3,US,23,90.018,Female,61+,1
19904509,11,8,6,207,9,3,US,0,110.123,Male,18-30,1
19906791,17,11,6,183,8,2,US,12,111.817,Male,18-30,1
19912914,18,15,6,484,8,4,US,13, ,Male,46-60,1
19916947,8,3,6,216,9,3,US,10,96.445,Female,46-60,1
19917098,17,7,5,243,8,3,US,18,102.082,Male,31-45,1
19917820,13,3,7,223.5,10,5,AU,3,111.817,Male,18-30,1
19921107,15,5,5,253,9,4,CA,22,97.843,Male,61+,1
19921151,19,9,7,246.5,9,3,US,17,118.653,Male,61+,1
19922550,15,11,7,229,7,4,US,20,104.744,Female,46-60,1
19924345,22,13,6,226.5,10,3,US,12,127.104,Female,18-30,1
19925745,11,12,5,285.5,8,4,US,2,88.005,Male,61+,1
19925972,16,13,7,172.5,11,4,US,11,127.104,Male,18-30,1
19925999,12,10,5,151.5,10,3,US,13,118.364,Male,18-30,1
19926934,18,10,4,232,7,4,US,22,98.428, ,61+,1
19927168,22,7,5,186.5,9,4,US,14,117.931,Female,18-30,1
19927487,22,11,7,178.5,9,6,US,23,128.492,Male,18-30,1
19928800,20,11,4,212,8,5,US,15,108.193,Male,18-30,1
19929555,14,11,4,196.5,7,6,CA,22,104.744,Male,31-45,1
19931012,5,2,5,176,8,2,US,9,86.883,Male,61+,1
19931293,12,10,4,174.5,7,3,CA,16,96.445,Female,61+,1
19931526,19,13,6,219.5,8,6,US,11,108.679,Female,46-60,1
19931542,26,7,7,204.5,9,4,US,17,122.285,Male,18-30,1
19932949,10,7,6,260,9,2,US,19,98.278,Male,46-60,1
19935082,19,15,7,256.5,8,4,US,9,116.639,Male,46-60,1
19943266,9,4,3,223,8,5,US,2,84.196,Male,18-30,1
19943419,7,10,5,300.5,7,6,US,22,87.364,Female,61+,1
19944639,18,9,4,265.5,9,7,US,20,106.291,Female,46-60,1
19945965,11,5,5,203,9,8,US,11,99.644,Female,46-60,1
19947172,14,5,5,202.5,8,99,CA,21,96.162,Female,46-60,1
19948115,16,9,7,227.5,9,4,US,14,118.219,Male,31-45,1
19948297,20,1,6,228.5,8,9,US,21,104.166, ,46-60,1
19948689,17,4,5,243.5,7,8,US,11,88.516,Male,31-45,1
19949732,16,8,5,318.5,8,8,US,17,94.105,Female,46-60,1
19950253,22,9,6,222,9,2,US,19,114.254,Male,31-45,1
19950612,10,7,4,264.5,8,4,US,11,88.005,Female,46-60,1
19950891,9,5,5,192.5,8,3,US,18,94.837,Female,18-30,1
19951003,14,7,5,212,8,4,US,11,102.983,Male,18-30,1
19951283,9,6,6,287.5,8,8,US,14,91.312,Female,61+,1
19952014,13,5,7,264,9,6,US,10,105.208,Female,61+,1
19952126,11,8,3,313.5,7,3,US,9,75.528,Female,61+,1
19954652,22,7,5,199,7,4,US,13,108.505,Female,46-60,1
19955052,10,11,6,282,8,5,US,10,93.815,Male,61+,1
19956200,15,8,6,229.5,8,4,US,12,104.597,Male,18-30,1
19956452,15,8,6,210.5,10,4,US,22,125.315,Male,31-45,1
19956815,12,7,4,283.5,7,7,US,14,91.312,Female,61+,1
19958658,18,9,7,185.5,7,6,US,14,106.003,Male,31-45,1
19958840,22,3,7,225.5,10,7,US,17,118.805,Male,46-60,1
19959395,19,14,5,225.5,9,4,US,7,115.361,Female,46-60,1
19959535,22,5,6,246.5,8,6,CA,14,100.815,Male,18-30,1
19959571,12,8,7,237.5,8,3,US,17,100.069,Male,18-30,1
19959651,14,5,6,253.5,9,8,CA,14,102.383,Female,31-45,1
19960227,11,5,7,231.5,7,4,US,16,95.762,Female,46-60,1
19965053,14,7,5,216,9,6,NZ,16,104.597,Female,31-45,1
19965096,25,15,7,181,9,5,US,21,136.028,Male,31-45,1
19965878,23,8,5,168.5,9,2,US,18,122.777,Male,18-30,1
19966329,24,14,6,190.5,8,4,US,18,123.821,Male,31-45,1
19979897,15,5,5,237.5,7,9,US,1,91.919, ,46-60,1
19979934,19,13,7,266.5,8,6,CA,21,106.944,Female,46-60,1
19980944,10,9,4,302,8,6,US,13,86.743,Female,61+,1
19982636,10,5,7,188,8,4,US,13,104.744,Male,18-30,1
199827,12,3,4,354.5,6,4,US,2,74.379,Female,46-60,1
19983330,15,2,6,171,7,6,CA,15,94.264,Female,61+,1
19984126,15,9,7,254.5,8,3,US,8,104.455,Male,31-45,1
19984267,10,9,5,220,8,1,US,9,103.57,Female,46-60,1
19984414,14,7,6,203,8,8,US,4,102.082,Female,46-60,1
19985619,17,8,5,209.5,8,3,US,14,106.458,Female,61+,1
19986643,22,10,6,181.5,8,99,AU,13,119.684,Female,46-60,1
19987608,15,1,5,211.5,8,6,AU,7,91.494,Female,46-60,1
19988522,20,14,6,194,9,8,US,12,123.821,Female,46-60,1
19990300,17,5,6,188.5,9,5,US,12,113.436,Male,31-45,1
19990648,14,13,6,249.5,9,3,US,20,107.104,Female,46-60,1
19991515,27,14,8,236.5,10,4,US,12,134.776,Male,31-45,1
19991585,17,16,8,236.5,9,2,US,23,134.957,Male,18-30,1
19992338,8,2,6,253,7,2,US,13,86.443,Female,61+,1
19997129,6,3,5,313.5,7,3,US,23,79.728,Female,61+,1
19997649,12,5,6,205,7,3,US,0,93.815,Female,18-30,1
19999486,18,5,3,223,7,7,AU,19,89.889,Male,46-60,1
20000458,14,3,5,194,9,4,US,12,103.27,Male,31-45,1
20001567,8,6,4,214,8,8,AU,9,85.114,Female,61+,1
20002843,16,2,6,201.5,8,6,US,18,110.259,Female,46-60,1
20003918,14,10,5,236.5,8,4,US,5,97.994,Male,61+,1
20009007,17,10,5,241,8,3,US,10,106.458,Male,61+,1
20009248,17,5,4,238,7,7,US,14,86.743,Female,61+,1
20009918,23,9,7,182.5,8,4,US,17,130.196,Male,18-30,1
20011100,17,6,6,250.5,8,4,US,8,102.547,Female,46-60,1
20011634,21,9,6,224,8,6,US,8,109.623,Male,61+,1
20016182,13,1,6,225,8,2,NZ,10,87.844,Male,46-60,1
20019396,17,14,6,286,9,99,US,10,112.317,Female,46-60,1
20019414,14,11,6,193,9,2,US,9,107.562,Female,31-45,1
20019539,13,10,5,262,9,2,US,18,105.037,Female,46-60,1
20019855,17,6,5,207.5,8,4,US,9,98.706,Female,46-60,1
20020311,19,7,6,197.5,8,3,CA,10,98.143,Female,31-45,1
20020454,11,7,3,267,8,3,US,10,87.364,Female,61+,1
20021279,17,10,4,237.5,8,3,US,20,103.711,Female,46-60,1
20021371,19,4,5,208,9,4,US,20,103.27,Female,46-60,1
20021956,16,12,5,184.5,8,4,US,14,116.353,Male,18-30,1
20023076,19,5,6,178,7,3,US,22,97.994,Female,46-60,1
20025254,14,6,6,236.5,9,4,US,15,109.322,Male,46-60,1
20025675,14,6,6,213,8,5,AU,22,101.594,Male,18-30,1
20025776,13,10,6,187.5,8,3,US,15,107.879,Male,31-45,1
20026027,14,7,5,192.5,8,6,AU,20,102.983,Female,46-60,1
20026621,23,11,6,222.5,9,4,US,20,122.777,Male,18-30,1
20026677,16,11,7,190.5,8,5,US,16,109.487,Male,46-60,1
20027316,20,12,7,235,8,3,CA,11,118.072,Female,46-60,1
20028811,21,16,6,220,9,3,US,10,126.04,Female,31-45,1
20030537,14,11,4,275,7,3,AU,16,91.775,Female,31-45,1
20033331,24,9,5,210.5,9,2,US,11,113.72,Female,61+,1
20033745,17,1,5,214.5,8,6,US,15,94.708,Female,46-60,1
20034624,23,8,7,172.5,9,4,US,10,135.174,Male,18-30,1
20040420,5,3,4,303,6,8,US,3,57.919,Male,18-30,1
20044055,22,12,8,192,9,3,CA,17,138.492,Male,31-45,1
20044677,14,7,4,288,8,3,US,12,90.991,Female,61+,1
200451,11,8,5,224,7,3,US,17,93.969, ,46-60,1
20045548,6,7,5,325.5,8,99,US,14,82.862,Female,46-60,1
20046580,24,9,5,162.5,9,3,US,23,118.364,Female,18-30,1
20049861,11,4,6,232,7,4,US,15,83.94,Female,46-60,1
20051136,14,6,6,192,9,6,US,18,106.003,Female,18-30,1
20051254,13,4,5,238,9,5,CA,14,97.511,Female,61+,1
20053149,17,15,6,201,10,4,US,22,126.483,Male,18-30,1
20054771,15,16,7,189.5,10,3,US,21,129.134,Male,18-30,1
20057904,10,5,6,228.5,8,3,AU,13,95.621,Male,18-30,1
20058569,16,8,7,245,8,5,US,10,100.526,Female,61+,1
20059590,17,10,6,206.5,9,1,AU,13,115.845,Male,31-45,1
20059666,11,7,6,259.5,8,9,US,9,102.244,Female,46-60,1
20061359,12,8,7,211.5,9,8,CA,8,109.899,Female,46-60,1
20061787,12,3,7,254.5,7,5,US,23,87.844,Male,61+,1
20066461,14,14,6,245.5,9,3,US,13,112.805,Female,61+,1
20067676,13,6,6,221,10,3,US,6,113.558,Female,61+,1
20070013,9,8,6,229.5,9,4,US,11,104.455,Female,31-45,1
20071508,11,6,7,197.5,8,2,US,12,104.31,Female,18-30,1
20072493,15,4,3,229,9,3,US,14,92.225,Female,46-60,1
20073686,10,5,5,327.5,8,3,US,15,83.94,Female,61+,1
20074692,16,10,6,213,8,4,US,21,117.583,Male,46-60,1
20075707,19,8,6,230.5,8,3,US,7,108.989,Female,61+,1
20076550,20,11,7,185.5,9,3,CA,0,121.952,Female,18-30,1
20077986,28,17,6,200,8,4,US,8,135.404,Female,31-45,1
20078267,20,10,7,196.5,10,4,US,10,126.799,Male,18-30,1
20078542,17,9,6,230,8,7,US,17,104.887,Female,31-45,1
20080597,23,18,6,202,9,9,US,11,131.742, ,18-30,1
20087223,17,9,6,215,9,4,AU,5,109.147,Female,46-60,1
20088305,13,2,4,289.5,8,4,US,11,83.607,Male,61+,1
20089158,17,8,5,210.5,8,4,US,16,111.267,Female,46-60,1
20091128,18,1,5,251,7,8,US,15,92.07,Male,61+,1
20092183,16,11,3,288.5,9,6,US,22,95.128,Female,46-60,1
20095161,21,5,4,214,8,4,US,23,102.983,Male,31-45,1
20095753,9,10,6,268.5,9,8,US,8,104.455,Female,61+,1
20097388,10,4,3,213,7,4,CA,10,81.327,Female,46-60,1
20100597,15,9,5,186,7,3,US,10,106.944,Male,31-45,1
20104916,20,10,4,270.5,7,9,US,9,91.312, ,61+,1
20105278,18,18,7,209.5,7,4,US,15,116.639,Male,31-45,1
20111380,14,12,5,197.5,8,6,US,13,108.041,Female,61+,1
20111447,10,10,5,257,7,3,US,16,86.303,Female,61+,1
20111600,13,10,6,274.5,9,3,US,21,98.143,Female,61+,1
20114980,17,14,7,204,8,3,US,13,116.946,Male,18-30,1
20120525,14,4,5,219,7,4,US,14,89.479,Female,61+,1
20121296,17,7,6,230,9,2,AU,16,111.62,Female,31-45,1
20122218,7,2,5,266.5,8,3,US,6,89.298,Male,46-60,1
