user_id,Attention,MemoryRecall,ProcessingSpeed,Reasoning,WorkingMemory,education_level,country,time_of_day,grand_index,gender_reclassified,age_band_derive,filter_$,cognitive_composite_score
1003677,15.0,6.0,4.0,238.0,8.0,4.0,US,11.0,90.991,Female,,1,54.2
1004873,17.0,10.0,4.0,306.0,7.0,3.0,CA,20.0,85.873,Female,,1,68.8
1005304,18.0,7.0,7.0,232.0,8.0,6.0,US,21.0,117.583,Female,,1,54.4
1009729,15.0,10.0,6.0,233.0,11.0,6.0,US,9.0,121.448,Male,,1,55.0
1009928,17.0,6.0,3.0,210.5,6.0,4.0,US,14.0,90.018,Male,,1,48.5
1010704,10.0,5.0,5.0,237.5,7.0,3.0,US,20.0,88.824,Female,,1,52.9
1010997,19.0,4.0,6.0,176.0,10.0,4.0,US,12.0,121.323,Male,,1,43.0
1012246,17.0,1.0,5.0,172.0,9.0,1.0,CA,13.0,104.166,Female,,1,40.8
1012294,8.0,7.0,4.0,254.0,7.0,3.0,US,16.0,83.244,Female,,1,56.0
1013411,16.0,6.0,5.0,244.5,9.0,4.0,CA,15.0,96.904,Male,,1,56.1
1013418,12.0,1.0,6.0,282.0,7.0,4.0,US,11.0,85.633,Male,,1,61.6
1014008,19.0,12.0,7.0,221.5,9.0,8.0,US,15.0,114.59,Female,,1,53.7
1018732,14.0,7.0,4.0,289.5,6.0,3.0,US,16.0,76.746,Female,,1,64.1
1019200,15.0,8.0,3.0,213.5,8.0,2.0,US,15.0,88.359,Female,,1,49.5
1019917,11.0,8.0,7.0,200.0,9.0,3.0,US,4.0,109.487,Male,,1,47.0
1019991,14.0,6.0,6.0,252.5,10.0,6.0,US,23.0,101.295,Female,,1,57.7
1020583,7.0,10.0,4.0,224.0,8.0,6.0,US,21.0,89.889,Female,,1,50.6
1023157,21.0,13.0,5.0,174.0,11.0,4.0,US,10.0,126.799,Female,,1,44.8
1025515,17.0,14.0,6.0,237.0,9.0,5.0,US,12.0,114.749,Male,,1,56.6
1025566,10.0,7.0,5.0,325.5,7.0,6.0,US,0.0,88.824,Female,,1,70.9
1025654,13.0,9.0,5.0,196.5,7.0,4.0,US,9.0,98.706,Female,,1,46.1
1028425,12.0,1.0,4.0,309.0,8.0,3.0,US,9.0,81.071, ,,1,66.8
1029883,11.0,5.0,5.0,291.0,9.0,6.0,US,11.0,94.264,Female,,1,64.2
1030000,13.0,11.0,5.0,258.0,8.0,4.0,AU,12.0,106.133,Female,,1,59.0
1030179,15.0,7.0,4.0,385.0825369944426,7.0,6.0,US,14.0,104.025,Male,,1,83.61650739888852
1030413,6.0,9.0,3.0,266.5,7.0,5.0,AU,17.0,76.276,Female,,1,58.3
1030519,11.0,8.0,4.0,355.5,8.0,6.0,US,20.0,81.45,Male,,1,77.3
1031968,16.0,3.0,6.0,169.5,10.0,2.0,US,3.0,112.456,Female,,1,40.9
1038698,19.0,12.0,7.0,187.0,7.0,4.0,US,12.0,113.284,Female,,1,46.4
1041143,11.0,10.0,5.0,254.5,7.0,42.43419651522588,US,0.0,100.069,Female,,1,57.5
1041297,18.0,8.0,6.0,168.0,10.0,4.0,US,7.0,123.067,Male,,1,42.0
1043796,21.0,14.0,6.0,193.5,9.0,4.0,US,12.0,131.964,Male,,1,48.7
1044084,18.0,4.0,6.0,248.5,8.0,4.0,US,21.0,102.704,Female,,1,56.9
1044095,11.0,11.0,5.0,216.0,8.0,5.0,US,16.0,98.428,Female,,1,50.2
1044444,16.0,4.0,4.0,184.5,9.0,4.0,US,8.0,103.12,Female,,1,43.5
1046564,19.0,11.0,6.0,208.5,9.0,4.0,US,9.0,118.072,Female,,1,50.7
1046581,16.0,11.0,6.0,203.5,9.0,4.0,CA,15.0,121.448,Male,,1,49.1
1049487,16.0,12.0,7.0,262.0,9.0,4.0,US,20.0,119.512,Female,,1,61.2
1054376,10.0,9.0,5.0,325.0,8.0,2.0,US,12.0,93.171,Female,,1,71.4
1056061,20.0,15.0,6.0,207.5,8.0,3.0,US,20.0,120.63,Male,,1,51.3
1056379,18.0,10.0,7.0,203.5,8.0,4.0,CA,12.0,119.901,Female,,1,49.3
1061585,13.0,5.0,7.0,201.0,7.0,7.0,AU,17.0,102.983,Male,,1,46.6
1061625,16.0,4.0,7.0,217.0,10.0,4.0,US,13.0,109.147,Female,,1,50.8
1062237,12.0,5.0,5.0,241.5,9.0,2.0,AU,19.0,104.455,Female,,1,54.5
1062435,9.0,9.0,5.0,265.5,9.0,6.0,US,10.0,99.173,Male,,1,59.5
1062499,18.0,7.0,5.0,221.5,7.0,6.0,US,13.0,98.706,Male,,1,51.7
1062539,10.0,6.0,4.0,385.0825369944426,7.0,9.0,US,10.0,73.734,Female,,1,82.41650739888851
1063891,17.0,11.0,7.0,236.0,9.0,5.0,CA,20.0,116.797,Female,,1,56.0
1064930,15.0,14.0,6.0,176.5,9.0,3.0,US,15.0,127.742,Female,,1,44.1
1065078,15.0,11.0,5.0,211.0,10.0,4.0,US,8.0,116.353,Male,,1,50.4
1065702,11.0,11.0,5.0,258.5,9.0,3.0,US,12.0,103.27,Female,,1,58.9
1067333,13.0,11.0,5.0,185.0,9.0,5.0,AU,22.0,114.749,Male,,1,44.6
1067355,14.0,6.0,6.0,289.0,8.0,6.0,US,22.0,98.706,Female,,1,64.6
1069965,6.0,2.0,6.0,266.5,8.0,9.0,US,5.0,81.327, ,,1,57.7
1070711,13.0,9.0,4.0,311.5,7.0,4.0,AU,10.0,90.859,Female,,1,68.9
1071656,5.0,4.0,4.0,270.5,8.0,1.0,CA,16.0,74.203,Male,,1,58.3
1073809,10.0,9.0,6.0,202.5,9.0,7.0,US,15.0,106.944,Male,,1,47.3
1073983,10.0,3.0,4.0,235.0,7.0,2.0,US,13.0,80.553,Female,,1,51.8
1076678,22.0,10.0,6.0,238.5,7.0,4.0,US,11.0,110.007,Male,,1,56.7
1078701,21.0,11.0,6.0,266.5,8.0,3.0,US,15.0,108.989,Female,,1,62.5
1081478,6.0,5.0,6.0,258.0,6.0,4.0,NZ,14.0,79.175,Female,,1,56.2
1081803,16.0,10.0,3.0,277.0,8.0,2.0,AU,7.0,93.65,Male,,1,62.8
1082663,19.0,11.0,5.0,263.5,7.0,8.0,US,20.0,94.105,Female,,1,61.1
1084329,19.0,13.0,5.0,242.5,10.0,3.0,US,22.0,110.906,Female,,1,57.9
1085227,18.0,5.0,4.0,205.0,7.0,6.0,US,17.0,89.889,Female,,1,47.8
1086384,8.0,1.0,6.0,290.5,9.0,3.0,AU,8.0,84.084,Female,,1,62.9
1089413,15.0,7.0,5.0,214.5,8.0,7.0,US,15.0,112.965,Male,,1,49.9
1091489,26.0,7.0,5.0,165.5,8.0,3.0,US,17.0,120.977,Male,,1,42.3
1092528,18.0,12.0,7.0,185.0,9.0,6.0,US,15.0,128.375,Male,,1,46.2
1096639,13.0,4.0,5.0,241.0,7.0,4.0,US,15.0,95.621,Female,,1,54.0
1096941,16.0,12.0,6.0,219.0,8.0,6.0,US,10.0,113.284,Female,,1,52.2
1097314,16.0,9.0,6.0,238.5,10.0,4.0,US,12.0,112.641,Female,,1,55.9
1098026,8.0,7.0,5.0,230.0,8.0,1.0,AU,22.0,94.562,Male,,1,51.6
1098094,10.0,3.0,6.0,385.0825369944426,9.0,9.0,CA,18.0,88.188, ,,1,82.61650739888852
1098865,15.0,9.0,5.0,170.5,8.0,4.0,AU,14.0,113.436,Female,,1,41.5
1099131,9.0,8.0,5.0,251.0,8.0,4.0,US,9.0,89.889,Male,,1,56.2
1100111,13.0,18.0,8.0,203.0,11.0,4.0,US,18.0,136.028,Male,,1,50.6
1102827,21.0,13.0,7.0,189.0,8.0,4.0,US,17.0,129.134,Male,,1,47.6
1102847,19.0,8.0,5.0,287.5,7.0,7.0,CA,12.0,96.445,Female,,1,65.3
1105352,11.0,5.0,4.0,373.5,5.0,6.0,US,11.0,64.461,Female,,1,79.7
1105671,12.0,13.0,5.0,213.0,11.0,4.0,US,12.0,113.436,Female,,1,50.8
1107072,15.0,9.0,6.0,232.5,8.0,6.0,US,19.0,109.764,Female,,1,54.1
1108704,12.0,4.0,5.0,250.5,7.0,4.0,US,22.0,84.787,Female,,1,55.7
1111590,14.0,11.0,4.0,208.5,6.0,4.0,US,9.0,92.56,Female,,1,48.7
1113449,14.0,11.0,6.0,202.5,8.0,2.0,US,15.0,114.426,Male,,1,48.3
1116345,14.0,3.0,4.0,286.5,9.0,8.0,US,10.0,86.883,Female,,1,63.3
1118985,23.0,7.0,6.0,196.0,10.0,4.0,CA,10.0,126.04,Female,,1,48.4
1120223,13.0,3.0,5.0,274.5,7.0,3.0,US,14.0,86.303,Female,,1,60.5
1123561,17.0,11.0,6.0,237.5,8.0,4.0,AU,15.0,109.623,Female,,1,55.9
1123749,18.0,19.0,6.0,217.5,9.0,5.0,AU,20.0,121.797,Male,,1,53.9
1126612,12.0,2.0,5.0,267.5,7.0,3.0,US,9.0,78.523,Female,,1,58.7
1127288,20.0,4.0,5.0,272.0,7.0,3.0,US,20.0,88.681,Female,,1,61.6
1131461,11.0,7.0,6.0,197.5,8.0,8.0,US,21.0,105.519,Female,,1,45.9
1134479,14.0,11.0,7.0,242.0,10.0,3.0,US,10.0,122.474,Female,,1,56.8
1134815,6.0,5.0,5.0,194.5,9.0,2.0,US,13.0,97.053,Female,,1,43.9
1138137,12.0,8.0,6.0,189.5,8.0,2.0,US,1.0,108.505,Female,,1,44.7
1138438,13.0,9.0,4.0,203.5,8.0,2.0,CA,14.0,92.56,Female,,1,47.5
1138768,12.0,5.0,5.0,385.0825369944426,7.0,4.0,US,10.0,104.025,Female,,1,82.81650739888852
1140345,5.0,5.0,3.0,221.0,8.0,4.0,US,14.0,76.054,Male,,1,48.4
1142857,11.0,5.0,5.0,258.0,11.0,4.0,US,14.0,107.385,Female,,1,58.0
1143365,17.0,9.0,6.0,175.5,10.0,4.0,US,11.0,120.63,Male,,1,43.5
1143927,21.0,16.0,6.0,218.5,9.0,6.0,US,16.0,130.026,Female,,1,54.1
1144963,15.0,9.0,5.0,195.0,8.0,5.0,US,9.0,103.27,Female,,1,46.4
1145479,15.0,9.0,6.0,228.5,8.0,4.0,US,21.0,104.455,Female,,1,53.3
1145681,23.0,14.0,6.0,187.5,8.0,3.0,US,18.0,133.535,Female,,1,47.7
1145996,15.0,5.0,5.0,274.5,8.0,6.0,US,20.0,89.479,Female,,1,61.5
1147362,15.0,12.0,7.0,172.0,10.0,1.0,NZ,3.0,136.344,Male,,1,43.2
1147772,19.0,7.0,5.0,230.0,8.0,4.0,US,20.0,103.426,Male,,1,53.8
1148293,18.0,6.0,5.0,309.5,10.0,6.0,US,12.0,105.841,Female,,1,69.7
1148632,13.0,3.0,6.0,237.5,7.0,4.0,CA,16.0,94.975,Female,,1,53.3
1149658,20.0,3.0,4.0,218.0,8.0,6.0,CA,12.0,99.644,Female,,1,50.6
1150605,22.0,11.0,6.0,222.0,8.0,6.0,US,14.0,115.225,Female,,1,53.8
1151125,17.0,10.0,5.0,240.0,8.0,5.0,US,17.0,105.037,Male,,1,56.0
1151375,13.0,8.0,5.0,385.0825369944426,8.0,4.0,US,9.0,104.025,Female,,1,83.81650739888852
1151779,19.0,9.0,4.0,226.0,8.0,4.0,US,12.0,95.91,Female,,1,53.2
1154327,13.0,3.0,6.0,254.5,9.0,4.0,US,12.0,102.082,Female,,1,57.1
1154973,14.0,4.0,5.0,270.5,7.0,4.0,US,16.0,97.511,Female,,1,60.1
1157468,14.0,11.0,6.0,263.5,9.0,6.0,US,17.0,108.679,Female,,1,60.7
1157483,17.0,9.0,6.0,181.0,8.0,3.0,US,20.0,112.456,Female,,1,44.2
1158190,27.0,14.0,6.0,230.0,8.0,4.0,US,16.0,122.474,Female,,1,57.0
1159473,15.0,12.0,6.0,230.0,8.0,9.0,US,22.0,104.31, ,,1,54.2
1159793,17.0,12.0,6.0,166.0,8.0,6.0,US,22.0,106.003,Male,,1,41.8
1159901,13.0,10.0,5.0,240.5,9.0,4.0,US,7.0,105.377,Male,,1,55.5
1163454,12.0,3.0,5.0,295.0,7.0,3.0,AU,9.0,78.045,Female,,1,64.4
1164973,21.0,9.0,5.0,210.5,7.0,9.0,US,13.0,105.208,Female,,1,50.5
1166583,14.0,13.0,6.0,226.5,9.0,4.0,US,15.0,116.946,Female,,1,53.7
1166973,16.0,7.0,4.0,229.0,8.0,3.0,CA,14.0,91.494,Female,,1,52.8
1168578,14.0,6.0,5.0,264.0,8.0,4.0,US,12.0,95.91,Female,,1,59.4
1169818,18.0,16.0,5.0,202.0,7.0,4.0,US,10.0,113.284,Male,,1,49.6
1170177,15.0,10.0,4.0,242.0,7.0,6.0,US,21.0,92.225,Male,,1,55.6
1172351,12.0,8.0,5.0,261.5,8.0,3.0,US,21.0,95.274,Female,,1,58.9
1173536,11.0,6.0,5.0,210.0,8.0,2.0,US,10.0,95.457,Male,,1,48.0
1174223,18.0,12.0,6.0,250.5,7.0,6.0,US,0.0,111.088,Female,,1,58.7
1174577,14.0,10.0,4.0,215.0,8.0,2.0,US,21.0,96.904,Female,,1,50.2
1174952,12.0,5.0,6.0,222.5,9.0,4.0,US,0.0,102.383,Female,,1,50.9
1175705,13.0,8.0,6.0,280.5,9.0,6.0,US,12.0,105.208,Male,,1,63.3
1178762,23.0,15.0,5.0,189.5,10.0,4.0,US,11.0,133.211,Female,,1,48.5
1179000,7.0,8.0,5.0,266.5,9.0,4.0,US,13.0,92.842,Female,,1,59.1
1179046,15.0,10.0,5.0,215.0,9.0,6.0,US,19.0,109.764,Female,,1,50.8
1181701,10.0,11.0,5.0,244.5,9.0,4.0,US,13.0,104.887,Female,,1,55.9
1182162,16.0,12.0,5.0,197.5,7.0,3.0,US,13.0,116.946,Male,,1,47.5
1183139,16.0,10.0,6.0,209.0,7.0,9.0,US,22.0,108.679, ,,1,49.6
1185546,8.0,3.0,3.0,287.0,6.0,6.0,US,21.0,71.424,Female,,1,61.4
1185953,9.0,10.0,6.0,186.0,9.0,3.0,US,20.0,104.597,Female,,1,44.0
1186010,23.0,13.0,6.0,217.5,8.0,4.0,US,22.0,115.699,Male,,1,53.5
1187017,19.0,11.0,5.0,172.0,8.0,6.0,US,10.0,110.123,Female,,1,43.0
1187822,18.0,14.0,7.0,224.0,8.0,4.0,US,13.0,125.159,Male,,1,54.2
1191398,9.0,10.0,5.0,255.0,8.0,1.0,AU,11.0,98.706,Female,,1,57.4
1191421,13.0,5.0,4.0,285.0,10.0,2.0,US,19.0,95.457,Male,,1,63.4
1192500,17.0,4.0,6.0,204.0,9.0,5.0,AU,22.0,110.007,Male,,1,48.0
1193048,15.0,10.0,4.0,199.0,8.0,7.0,US,13.0,104.887,Female,,1,47.2
1193156,7.0,5.0,4.0,385.0825369944426,9.0,3.0,AU,21.0,74.024,Female,,1,82.01650739888852
1194849,13.0,5.0,5.0,213.0,7.0,4.0,US,21.0,96.306,Female,,1,48.6
1195290,10.0,9.0,4.0,192.5,9.0,4.0,US,21.0,93.349,Female,,1,44.9
1197858,14.0,11.0,6.0,228.5,7.0,6.0,CA,14.0,95.128,Female,,1,53.3
1199225,18.0,12.0,6.0,182.5,8.0,3.0,US,16.0,115.845,Male,,1,45.3
1201982,17.0,14.0,7.0,222.0,8.0,4.0,US,9.0,117.429,Female,,1,53.6
1202201,20.0,8.0,6.0,233.0,9.0,3.0,US,13.0,111.817,Female,,1,55.2
1202271,21.0,10.0,6.0,174.5,9.0,3.0,US,12.0,122.641,Male,,1,44.1
1203293,13.0,8.0,6.0,198.0,7.0,3.0,US,20.0,105.841,Female,,1,46.4
1205257,9.0,3.0,5.0,260.0,7.0,3.0,US,20.0,80.892,Female,,1,56.8
1207749,7.0,3.0,6.0,219.5,7.0,3.0,US,19.0,92.842,Female,,1,48.5
1208854,14.0,6.0,6.0,232.0,8.0,2.0,US,16.0,101.752,Male,,1,53.2
1211430,27.0,11.0,6.0,253.0,8.0,7.0,US,12.0,116.016,Female,,1,61.0
1212481,20.0,15.0,6.0,244.5,9.0,4.0,US,22.0,117.274,Male,,1,58.9
1213856,11.0,3.0,4.0,211.0,8.0,6.0,US,18.0,94.837,Male,,1,47.4
1215010,18.0,9.0,7.0,238.0,8.0,6.0,US,12.0,116.946,Female,,1,56.0
1215400,29.15204209153657,18.0,7.0,232.5,9.0,9.0,US,18.0,134.47,Female,,1,59.13040841830732
1216585,13.0,6.0,7.0,257.0,8.0,6.0,US,11.0,98.278,Male,,1,58.2
1216737,19.0,8.0,5.0,221.5,9.0,3.0,US,7.0,104.025,Male,,1,52.5
1216887,26.0,12.0,6.0,269.5,10.0,4.0,US,19.0,116.016,Male,,1,64.7
1218004,11.0,7.0,5.0,237.0,7.0,4.0,US,13.0,89.751,Male,,1,53.4
1218758,8.0,10.0,5.0,196.0,8.0,8.0,US,1.0,100.069,Male,,1,45.4
1219176,11.0,14.0,4.0,228.0,6.0,6.0,US,11.0,95.621, ,,1,52.6
1220963,7.0,5.0,4.0,209.5,8.0,3.0,CA,9.0,77.371,Female,,1,46.7
1221027,16.0,8.0,4.0,306.0,8.0,3.0,US,21.0,86.883,Female,,1,68.4
1221605,14.0,3.0,8.0,258.0,8.0,6.0,US,10.0,97.352,Male,,1,58.2
1221682,12.0,7.0,5.0,195.5,10.0,2.0,US,14.0,115.512,Male,,1,45.9
1221794,13.0,5.0,3.0,225.0,8.0,9.0,US,11.0,88.516, ,,1,50.8
1224655,21.0,9.0,5.0,244.0,8.0,4.0,US,15.0,106.944,Female,,1,57.4
1225422,8.0,7.0,6.0,252.5,8.0,3.0,US,15.0,95.762,Female,,1,56.3
1226389,8.0,4.0,3.0,298.0,7.0,3.0,US,10.0,69.327,Female,,1,64.0
1226753,12.0,10.0,4.0,247.5,8.0,3.0,US,20.0,88.188,Female,,1,56.3
1228575,26.0,8.0,7.0,217.5,9.0,5.0,AU,21.0,126.191,Female,,1,53.5
1234832,11.0,10.0,6.0,183.0,9.0,3.0,US,15.0,112.805,Female,,1,43.8
1238861,24.0,5.0,6.0,222.0,8.0,4.0,CA,11.0,103.57,Female,,1,53.0
1243056,23.0,13.0,6.0,213.0,8.0,4.0,US,3.0,113.284,Female,,1,52.6
1243919,11.0,6.0,6.0,263.0,9.0,6.0,AU,21.0,94.708,Female,,1,59.0
1245375,13.0,15.0,5.0,245.0,9.0,6.0,US,10.0,114.426,Female,,1,57.4
1245567,18.0,7.0,5.0,213.5,9.0,4.0,US,20.0,106.796,Male,,1,50.5
1245626,11.0,8.0,6.0,183.5,8.0,1.0,AU,12.0,108.679,Male,,1,43.3
1245828,20.0,4.0,6.0,224.5,10.0,4.0,US,10.0,110.906,Male,,1,52.9
1247038,14.0,8.0,6.0,243.5,8.0,4.0,US,5.0,100.378,Female,,1,55.9
1248500,15.0,11.0,6.0,254.5,8.0,2.0,US,3.0,106.458,Female,,1,58.9
1249382,6.0,4.0,6.0,278.0,8.0,3.0,US,18.0,79.009,Male,,1,60.4
1250390,11.0,6.0,5.0,262.0,7.0,6.0,US,8.0,85.873,Female,,1,58.2
1250870,13.0,8.0,5.0,229.5,9.0,9.0,CA,13.0,104.597, ,,1,52.9
1254277,24.0,10.0,7.0,217.0,9.0,6.0,US,19.0,128.492,Female,,1,53.4
1254325,6.0,10.0,6.0,299.5,7.0,9.0,US,10.0,86.593, ,,1,65.7
1255970,19.0,4.0,5.0,228.0,7.0,6.0,US,13.0,93.171,Female,,1,52.6
1258981,11.0,10.0,5.0,218.0,8.0,3.0,US,22.0,109.322,Female,,1,50.4
1259053,16.0,12.0,6.0,167.5,8.0,6.0,US,10.0,107.732,Male,,1,41.9
1259208,15.0,11.0,6.0,269.5,9.0,3.0,US,16.0,106.458,Male,,1,62.1
1259420,21.0,14.0,7.0,177.5,9.0,6.0,US,12.0,130.697,Male,,1,45.7
1260131,18.0,8.0,7.0,218.5,8.0,4.0,US,10.0,114.59,Male,,1,51.9
1261095,9.0,3.0,4.0,166.5,9.0,42.43419651522588,NZ,21.0,90.515,Female,,1,38.3
1262495,17.0,6.0,5.0,217.5,10.0,4.0,CA,7.0,113.912,Female,,1,51.1
1267432,11.0,11.0,6.0,258.5,9.0,4.0,US,15.0,98.428,Female,,1,59.1
1268508,22.0,9.0,4.0,162.0,9.0,4.0,US,9.0,116.639,Male,,1,41.2
1268533,16.0,11.0,6.0,209.5,6.0,8.0,US,21.0,97.843,Male,,1,49.7
1270387,26.0,12.0,7.0,229.0,10.0,42.43419651522588,CA,3.0,136.772,Male,,1,56.8
1270416,20.0,10.0,8.0,207.0,9.0,6.0,US,22.0,130.196,Male,,1,50.8
1270754,17.0,11.0,6.0,188.0,9.0,5.0,US,19.0,120.977,Male,,1,46.2
1275595,22.0,12.0,7.0,213.5,8.0,6.0,US,3.0,123.821,Female,,1,52.5
1278168,11.0,3.0,4.0,203.5,7.0,6.0,US,19.0,86.883,Female,,1,45.7
1278440,7.0,9.0,5.0,236.5,6.0,3.0,US,4.0,88.188,Female,,1,52.7
1280559,15.0,7.0,4.0,202.5,7.0,8.0,US,9.0,91.919,Male,,1,47.1
1280675,17.0,4.0,5.0,213.0,8.0,5.0,US,7.0,102.244,Male,,1,49.4
1285743,13.0,7.0,8.0,189.5,10.0,4.0,US,9.0,125.9,Female,,1,45.5
1288767,19.0,15.0,5.0,208.0,7.0,3.0,US,11.0,106.133,Female,,1,50.8
1289901,18.0,11.0,6.0,221.0,8.0,3.0,US,4.0,104.887,Female,,1,52.8
1290658,12.0,9.0,5.0,202.5,9.0,3.0,US,12.0,101.752,Male,,1,47.5
1290942,9.0,4.0,7.0,202.0,8.0,3.0,US,10.0,95.274,Male,,1,46.0
1290963,16.0,8.0,6.0,357.0,8.0,6.0,US,18.0,104.025,Male,,1,79.0
1292004,21.0,9.0,5.0,182.0,9.0,3.0,AU,12.0,113.558,Male,,1,45.2
1292828,19.0,3.0,6.0,167.5,9.0,42.43419651522588,CA,19.0,112.641,Female,,1,40.9
1300723,18.0,10.0,5.0,206.0,9.0,4.0,CA,22.0,107.879,Female,,1,49.6
1303089,12.0,11.0,6.0,309.0,7.0,6.0,US,20.0,98.428,Female,,1,69.0
1304757,23.0,9.0,7.0,215.0,9.0,3.0,AU,20.0,121.952,Female,,1,52.6
1307654,13.0,3.0,6.0,190.0,10.0,4.0,US,13.0,108.679,Female,,1,44.4
1308801,13.0,13.0,7.0,216.0,10.0,9.0,US,13.0,109.623, ,,1,51.8
1310430,17.0,8.0,6.0,232.5,7.0,4.0,CA,1.0,103.57,Female,,1,54.1
1316130,14.0,6.0,5.0,195.5,8.0,5.0,CA,13.0,102.838,Male,,1,45.7
1317011,10.0,6.0,5.0,244.5,7.0,3.0,US,12.0,88.005,Female,,1,54.5
1318004,12.0,15.0,6.0,201.5,8.0,3.0,US,17.0,116.496,Male,,1,48.5
1326351,18.0,7.0,6.0,243.0,9.0,4.0,CA,20.0,111.088,Male,,1,56.6
1327635,12.0,9.0,5.0,262.0,10.0,3.0,US,15.0,108.505,Female,,1,59.6
1327751,14.0,2.0,5.0,241.0,9.0,6.0,US,17.0,99.499,Male,,1,54.2
1327909,6.0,1.0,6.0,212.0,6.0,1.0,AU,9.0,78.045,Male,,1,46.2
1330181,21.0,4.0,4.0,232.5,8.0,4.0,US,6.0,93.0,Female,,1,53.9
1332215,17.0,10.0,6.0,314.5,7.0,6.0,US,22.0,101.12,Female,,1,70.9
1333220,17.0,7.0,6.0,218.5,7.0,2.0,US,10.0,104.025,Female,,1,51.1
1336389,11.0,4.0,5.0,351.5,7.0,6.0,US,17.0,76.746,Female,,1,75.7
1337812,12.0,3.0,6.0,211.0,8.0,9.0,CA,23.0,89.608,Male,,1,48.0
1341364,15.0,6.0,6.0,269.0,8.0,2.0,US,8.0,102.244,Female,,1,60.8
1344409,8.0,7.0,4.0,232.0,6.0,42.43419651522588,US,7.0,83.244,Female,,1,51.4
1346179,8.0,8.0,4.0,249.5,9.0,8.0,US,13.0,95.274,Female,,1,55.7
1346829,13.0,8.0,5.0,212.0,8.0,3.0,US,10.0,109.899,Male,,1,49.2
1347468,20.0,3.0,4.0,243.5,8.0,2.0,AU,10.0,95.91,Female,,1,55.7
1348104,15.0,5.0,5.0,385.0825369944426,8.0,6.0,US,15.0,104.025,Male,,1,83.61650739888852
1352401,13.0,18.0,8.93056768497759,205.5,9.0,4.0,US,9.0,128.492,Female,,1,50.886113536995516
1355153,11.0,2.0,5.0,197.0,7.0,3.0,US,22.0,90.698,Male,,1,44.4
1355616,22.0,7.0,5.0,207.0,8.0,4.0,CA,6.0,119.363,Male,,1,49.8
1356,8.0,1.0,5.0,207.5,7.0,4.0,US,17.0,89.751,Female,,1,45.7
1357382,16.0,14.0,4.0,256.0,8.0,9.0,AU,19.0,100.959, ,,1,59.6
1357461,20.0,9.0,6.0,198.5,8.0,4.0,AU,11.0,104.887,Female,,1,48.3
1360581,17.0,11.0,7.0,184.5,8.0,2.0,US,12.0,108.193,Female,,1,45.5
1361705,24.0,15.0,7.0,180.0,9.0,5.0,US,22.0,132.178,Female,,1,47.0
1362444,23.0,7.0,8.0,192.5,9.0,6.0,US,13.0,131.742,Female,,1,47.9
1367532,15.0,7.0,6.0,232.0,9.0,8.0,US,7.0,104.744,Female,,1,53.8
1368159,16.0,6.0,6.0,214.5,8.0,6.0,US,15.0,98.278,Male,,1,50.1
1370063,21.0,9.0,7.0,208.0,8.0,4.0,US,4.0,120.797,Male,,1,50.6
1370329,12.0,4.0,6.0,249.0,8.0,4.0,US,11.0,97.994,Male,,1,55.8
1372329,11.0,5.0,5.0,252.0,7.0,3.0,US,1.0,87.364,Male,,1,56.0
1373268,18.0,11.0,6.0,195.0,8.0,9.0,CA,21.0,122.777,Female,,1,47.6
1374371,18.0,12.0,7.0,212.0,8.0,3.0,US,17.0,119.094,Male,,1,51.4
1375193,11.0,13.0,7.0,241.0,5.0,4.0,US,10.0,104.31,Male,,1,55.4
1380219,18.0,7.0,7.0,212.5,7.0,3.0,US,14.0,110.259,Female,,1,50.3
1380302,18.0,11.0,7.0,220.5,8.0,9.0,US,4.0,115.699, ,,1,52.9
1382120,21.0,10.0,5.0,225.0,8.0,3.0,CA,11.0,109.764,Female,,1,53.8
1385251,25.0,16.0,6.0,258.5,7.0,6.0,CA,16.0,119.363,Male,,1,62.5
1386382,5.0,4.0,5.0,246.0,7.0,3.0,US,8.0,77.713,Female,,1,53.4
1389086,18.0,4.0,6.0,207.5,7.0,4.0,US,22.0,108.041,Male,,1,48.5
1389601,15.0,7.0,6.0,380.5,8.0,4.0,US,14.0,95.274,Male,,1,83.3
1390601,9.0,11.0,7.0,220.5,8.0,2.0,AU,9.0,109.487,Female,,1,51.1
1390873,17.0,10.0,5.0,214.5,8.0,1.0,AU,10.0,109.322,Male,,1,50.9
1393376,12.0,5.0,5.0,283.0,7.0,4.0,US,14.0,85.114,Male,,1,62.4
1393820,12.0,10.0,5.0,218.5,9.0,4.0,US,16.0,98.706,Male,,1,50.9
1394272,17.0,7.0,7.0,242.0,8.0,6.0,US,10.0,115.699,Female,,1,56.2
1394788,17.0,4.0,4.0,216.0,7.0,4.0,US,9.0,94.975,Male,,1,49.6
1394860,7.0,2.0,4.0,385.0825369944426,7.0,3.0,US,11.0,104.025,Male,,1,81.01650739888852
1396094,11.0,8.0,3.0,179.5,9.0,3.0,US,22.0,101.295,Female,,1,42.1
1396334,13.0,7.0,5.0,332.0,8.0,3.0,CA,23.0,92.225,Male,,1,73.0
1397886,20.0,8.0,5.0,193.0,8.0,4.0,US,13.0,108.505,Female,,1,46.8
1399095,10.0,3.0,3.0,237.0,7.0,8.0,US,20.0,69.667,Female,,1,52.0
1406511,8.0,9.0,5.0,195.0,9.0,4.0,US,9.0,94.264,Female,,1,45.2
